First Name,Surname,country,age,OVR,Bat OVR,IQ,Technique,Power,Running,Bowl OVR,WicketTaking,Econ,Accuracy,Cltch
Ravi,Chauhan,India,28,59,59,66,62,52,50,24,26,15,32,37
M,Shahrukh Khan,India,27,59,58,52,57,64,48,39,36,44,39,33
Shivank,Vashisht,India,26,59,21,26,19,17,35,59,64,63,41,45
Matthew,Ansell,Isle of Man,27,59,35,33,32,37,43,58,55,66,47,48
Joseph,Burrows,Isle of Man,26,59,22,24,20,18,46,59,61,64,45,49
Nathan,Knights,Isle of Man,24,59,59,48,63,68,44,25,28,16,34,39
Kamal,Airee,Nepal,21,59,39,27,36,50,39,58,59,63,45,48
Rasheed,Abolarin,Nigeria,19,59,46,45,48,45,54,57,55,64,45,50
Abdul Hadi,,Oman,31,59,49,34,48,63,38,57,54,63,49,53
Agha,Salman,Pakistan,28,59,55,56,56,54,57,55,52,59,52,51
Bismillah,Khan,Pakistan,32,59,59,60,61,57,57,23,26,15,32,36
Abdul Hadi,,Pakistan,30,59,58,59,59,59,42,41,37,47,40,37
Mohammad,Imran,Pakistan,25,59,55,51,56,57,57,55,53,58,51,55
Qasim,Akram,Pakistan,19,59,56,46,58,61,60,51,52,54,44,43
Tayyab,Tahir,Pakistan,29,59,59,62,61,57,39,23,26,15,32,37
Zeeshan,Ashraf,Pakistan,30,59,58,54,59,62,54,23,26,15,32,36
Zeeshan,Malik,Pakistan,25,59,58,60,60,55,60,24,27,15,33,37
Muhammad,Murad,Qatar,22,59,53,50,52,62,28,55,58,58,40,46
Shantanu,Vashisht,Romania,33,59,29,32,31,24,29,59,56,66,49,51
Aryaman,Sunil,Singapore,22,59,55,45,55,65,46,54,53,56,46,52
Marques,Ackerman,South Africa,26,59,58,60,61,54,60,38,33,44,39,36
Dewald,Brevis,South Africa,19,59,57,53,58,62,46,47,46,51,41,40
Tony,de Zorzi,South Africa,24,59,59,63,61,55,50,31,28,33,36,34
Evan,Jones,South Africa,25,59,58,54,59,60,47,45,48,48,38,35
Nono,Pongolo,South Africa,32,59,46,49,48,41,52,57,56,59,55,59
Kyle,Simmonds,South Africa,28,59,45,41,47,45,52,57,55,63,48,48
Siyabonga,Mahima,South Africa,26,59,38,36,41,35,53,58,56,64,50,51
Jacques,Snyman,South Africa,28,59,56,50,58,61,50,49,45,54,45,46
Beyers,Swanepoel,South Africa,24,59,57,49,60,62,56,44,40,49,39,45
Nicky,van den Bergh,South Africa,33,59,59,59,60,61,51,23,26,15,32,36
Kyle,Verreynne,South Africa,25,59,59,61,62,56,50,24,27,15,33,37
Atif,Mehmood,Spain,35,59,44,45,42,43,40,58,55,64,48,50
Raja,Adeel Iqbal,Spain,34,59,16,17,12,15,33,59,56,67,49,51
Sahan,Arachchige,Sri Lanka,26,59,55,58,58,50,47,54,55,58,48,46
Sangeeth,Cooray,Sri Lanka,27,59,54,60,55,47,56,55,55,59,45,44
Shevon,Daniel,Sri Lanka,18,59,59,58,59,60,59,24,27,15,33,37
Chanaka,Devinda,Sri Lanka,25,59,29,40,24,24,21,59,61,64,43,45
Mohomed,Dilshad,Sri Lanka,30,59,15,21,10,14,20,59,58,63,53,54
Lakshan,Edirisinghe,Sri Lanka,29,59,51,52,53,48,55,57,58,63,43,37
Anuk,Fernando,Sri Lanka,27,59,44,41,45,44,50,57,57,60,52,52
Chanura,Fernando,Sri Lanka,30,59,34,25,25,51,24,59,59,63,50,52
Dushan,Hemantha,Sri Lanka,28,59,55,53,56,56,58,54,52,59,49,47
Pramud,Hettiwatte,Sri Lanka,27,59,56,58,57,54,60,49,47,54,45,44
Lahiru,Udara,Sri Lanka,28,59,59,55,61,61,57,24,26,15,32,37
Charith,Jayampathi,Sri Lanka,31,59,39,33,37,47,34,58,57,59,58,60
Dhananjaya,Lakshan,Sri Lanka,23,59,54,50,55,55,60,55,56,57,52,51
Sandun,Madushanka,Sri Lanka,20,59,22,28,19,17,30,59,62,65,43,41
Dulanjana,Mendis,Sri Lanka,32,59,28,35,28,21,43,58,57,63,51,53
Sandaken,Pathirana,Sri Lanka,26,59,49,43,49,54,55,57,57,60,47,51
Himesh,Ramanayake,Sri Lanka,24,59,29,35,28,21,43,59,60,62,49,53
Vikum,Sanjaya,Sri Lanka,30,59,44,33,43,54,50,58,56,61,53,55
Akash,Senaratne,Sri Lanka,25,59,39,38,39,39,43,58,57,64,48,48
Movin,Subasingha,Sri Lanka,22,59,56,46,57,61,57,54,53,61,43,45
Jatinkumar,Darji,Tanzania,34,59,28,28,27,28,25,59,62,64,43,39
Basil,Hameed,United Arab Emirates,30,59,53,49,55,55,59,55,57,59,42,41
Kashif,Daud,United Arab Emirates,36,59,52,39,56,60,58,55,55,59,47,51
Bilal,Hassan,Uganda,32,59,43,30,42,53,48,58,59,61,48,50
Charles,Waiswa,Uganda,34,59,42,41,42,42,51,58,56,61,54,56
Jonathan,Carter,West Indies,34,59,58,64,57,57,45,39,38,41,40,37
Brad,Evans,Zimbabwe,25,59,39,37,41,38,50,58,58,63,48,49
Brandon,Mavuta,Zimbabwe,25,59,46,39,47,51,51,58,54,61,55,58
Tapiwa,Mufudza,Zimbabwe,31,59,26,30,27,21,42,59,58,65,50,51
Nangeyalia,Kharote,Afghanistan,18,58,52,44,55,57,55,55,56,59,44,45
Yamin,Ahmadzai,Afghanistan,30,58,27,26,26,27,38,58,57,60,54,57
Xavier,Bartlett,Australia,23,58,51,53,54,48,51,55,55,58,48,52
Nick,Larkin,Australia,32,58,58,63,61,52,53,23,26,15,32,36
Arjun,Nair,Australia,24,58,49,51,52,46,51,55,53,58,51,54
Kurtis,Patterson,Australia,29,58,58,60,60,55,52,23,26,15,32,37
Tom,Rogers,Australia,28,58,37,33,36,42,36,57,56,61,52,53
Habib,Ahmadzai,Austria,29,58,46,48,48,42,47,56,64,58,39,35
Abdul,Majid,Bahrain,30,58,41,38,46,41,26,57,58,62,42,45
Haider,Butt,Bahrain,24,58,48,46,50,49,41,56,61,60,41,38
Hasan,Mahmud,Bangladesh,22,58,36,26,38,42,44,58,56,62,52,55
Mukidul,Islam,Bangladesh,22,58,34,25,30,47,26,58,57,60,54,55
Shykat,Ali,Bangladesh,28,58,56,53,56,61,45,41,37,46,39,33
Muhammad,Muneeb,Belgium,25,58,57,58,58,56,57,37,44,31,36,38
Shagharai,Sefat,Belgium,26,58,20,25,18,17,17,58,60,63,44,46
Bernan,Stephenson,Belize,25,58,56,49,55,63,45,48,52,50,39,34
Patrick,Heron,Cayman Islands,25,58,55,61,59,48,39,51,61,49,37,38
Daniel,Turkich,Croatia,37,58,34,38,34,32,28,57,58,64,44,42
Gus,Atkinson,England,24,58,39,30,39,48,39,57,60,58,48,53
Dom,Bess,England,25,58,32,29,34,32,50,57,55,61,53,56
Blake,Cullen,England,20,58,42,38,45,41,52,56,59,57,48,51
Lewis,Goldsworthy,England,21,58,49,48,51,47,57,55,55,57,48,53
Calvin,Harrison,England,24,58,44,37,47,47,52,56,56,59,51,54
Lewis,Hill,England,31,58,58,56,59,58,63,23,26,15,32,36
Will,Rhodes,England,27,58,54,52,57,52,62,54,57,53,50,54
James,Weighell,England,28,58,51,39,51,60,54,56,54,57,55,59
Rahmatullah,Mangal,France,19,58,46,45,49,45,52,56,56,62,45,48
Michael,Richardson,Germany,35,58,58,65,61,48,56,24,27,15,33,38
Yasim,Murtaza,Hong Kong,31,58,48,42,49,52,43,55,52,60,53,53
Ayush,Badoni,India,22,58,49,45,50,52,50,55,62,57,39,36
Srikar,Bharat,India,28,58,58,61,57,57,47,24,26,15,32,37
Harsh,Dubey,India,20,58,18,12,17,22,23,57,57,64,45,43
Khrievitso,Kense,India,18,58,19,21,17,17,31,58,58,63,44,46
Vishal,Kushwah,India,31,58,56,47,57,62,49,50,52,51,44,44
Mohammed,Azharuddeen,India,28,58,58,54,58,61,49,24,26,15,32,37
Mukesh,Choudhary,India,26,58,40,28,43,47,37,57,57,60,51,54
Joshua,Ozukum,India,22,58,55,51,57,57,53,50,59,48,37,36
Urvil,Patel,India,23,58,58,50,61,62,57,24,27,15,33,37
Ninad,Rathva,India,23,58,42,36,45,46,33,57,57,60,48,50
Rishabh,Tiwari,India,28,58,58,58,60,56,55,24,26,15,32,37
Akhilesh,Sahani,India,28,58,46,44,46,48,47,56,55,59,48,52
Shashank,Singh,India,30,58,56,48,57,61,57,45,44,48,43,41
Simarjeet,Singh,India,24,58,25,28,25,18,47,58,57,62,51,54
Sumit,Singh,India,34,58,43,41,42,47,36,57,56,61,50,50
Tanveer,Ul-Haq,India,30,58,29,27,27,30,38,57,56,63,50,51
Neil,Rock,Ireland,21,58,57,53,59,61,52,25,28,16,34,39
Carl,Hartmann,Isle of Man,18,58,58,63,59,53,63,25,28,16,34,39
Ali,Hasan,Italy,19,58,18,13,18,22,20,58,57,66,44,43
Madupa,Fernando,Italy,31,58,43,30,44,52,50,56,55,63,45,46
Shiraz,Khan,Kuwait,27,58,48,44,48,51,39,55,51,62,48,52
Ibrahim,Hassan,Maldives,31,58,36,38,35,33,45,57,56,61,51,56
Mohamed,Rishwan,Maldives,28,58,57,58,55,60,46,34,30,37,38,34
Heinrich,Gericke,Malta,42,58,58,54,60,59,52,23,26,15,31,36
Zefanias,Matsinhe,Mozambique,23,58,34,33,32,36,48,57,57,63,46,47
Lo-handre,Louwrens,Namibia,23,58,57,53,59,62,46,24,27,15,33,37
Jitendra,Mukhiya,Nepal,29,58,31,35,30,27,42,58,57,61,49,53
Ollie,Newton,New Zealand,33,58,32,30,33,32,38,57,57,60,52,55
Jeet,Raval,New Zealand,33,58,58,58,59,57,59,23,26,15,32,36
Henry,Shipley,New Zealand,26,58,54,46,56,59,51,54,54,57,48,50
Nathan,Smith,New Zealand,24,58,45,37,46,49,50,56,57,57,51,54
Joe,Walker,New Zealand,29,58,32,25,30,39,35,57,58,61,48,49
Qamar,Mushtaque,Norway,33,58,54,52,57,54,52,53,55,56,39,42
Usman,Arif,Norway,31,58,55,41,61,64,46,47,50,48,39,41
Kabua,Morea,Papua New Guinea,28,58,51,43,52,57,48,55,57,57,44,49
Akif,Javed,Pakistan,21,58,10,12,5,12,9,58,57,62,54,54
Sirajullah,Khadim,Portugal,34,58,37,33,36,40,41,57,57,63,44,45
Asif,Bevinje,Romania,24,58,50,44,51,56,28,55,58,58,41,45
Martin,Akayezu,Rwanda,19,58,54,39,56,67,45,53,51,61,44,40
Emmanuel,Sebareme,Rwanda,26,58,46,35,51,51,58,56,52,62,48,51
Pankaj,Vekaria,Rwanda,30,58,56,50,56,61,49,47,42,53,41,45
Abdul,Wahid,Saudi Arabia,36,58,53,47,53,59,37,55,55,59,44,48
Craig,Wallace,Scotland,32,58,58,60,60,55,58,25,28,16,34,38
Tladi,Bokako,South Africa,29,58,29,20,25,40,24,58,55,61,56,59
Gerald,Coetzee,South Africa,21,58,38,31,37,45,49,57,56,61,50,52
Thomas,Kaber,South Africa,30,58,50,46,51,51,56,55,54,59,49,53
Gregory,Mahlokwana,South Africa,27,58,28,26,26,30,38,57,54,63,54,55
Thandolwethu,Mnyaka,South Africa,29,58,37,32,40,36,51,57,55,60,52,56
Tshepo,Moreki,South Africa,28,58,24,28,23,21,30,57,57,59,54,57
Mthiwekhaya,Nabe,South Africa,26,58,22,26,21,17,38,57,58,59,50,53
Mitchell,Van Buuren,South Africa,24,58,57,62,62,50,53,31,28,33,36,35
Dilanka,Auwardt,Sri Lanka,31,58,26,36,24,18,40,57,55,63,49,51
Chaminda,Bandara,Sri Lanka,35,58,37,42,35,34,42,57,57,60,48,51
Lasith,Croospulle,Sri Lanka,23,58,56,53,58,55,59,47,44,53,42,38
Thanuka,Dabare,Sri Lanka,23,58,54,49,56,58,54,53,53,61,42,37
Sithum,Disanayaka,Sri Lanka,22,58,52,54,51,50,54,55,58,59,41,45
Hashan,Dumindu,Sri Lanka,27,58,57,59,59,53,62,34,29,40,36,28
Asitha,Fernando,Sri Lanka,25,58,33,25,34,39,28,58,58,61,52,54
Nishan,Madushka,Sri Lanka,22,58,58,67,60,50,50,24,27,15,33,37
Chamika,Gunasekara,Sri Lanka,22,58,14,17,10,14,21,58,60,63,45,48
Sachitha,Jayathilake,Sri Lanka,25,58,52,53,52,51,57,55,52,60,50,49
Praveen,Jayawickrama,Sri Lanka,23,58,34,26,34,39,39,58,54,64,49,51
Supun,Kavinda,Sri Lanka,23,58,51,49,51,52,54,55,57,60,42,35
Kalana,Perera,Sri Lanka,22,58,36,27,33,44,50,57,59,61,47,49
Lasanda,Rukmal,Sri Lanka,31,58,40,36,40,46,34,57,57,60,49,52
Malsha,Tharupathi,Sri Lanka,17,58,48,35,48,61,43,55,57,59,42,47
Sandun,Weerakkody,Sri Lanka,28,58,55,50,57,58,51,50,52,55,40,31
Ravishka,Wijesiri,Sri Lanka,22,58,50,43,49,59,45,55,52,61,47,47
Jai,Sinh,Switzerland,23,58,20,27,18,16,22,58,65,63,39,29
Hasan,Cakir,Turkey,18,58,13,18,8,13,7,58,64,60,40,42
Ilyas,Ataullah,Turkey,27,58,55,49,58,59,47,49,51,52,39,42
Saud,Islam,Uganda,28,58,58,65,60,51,53,25,28,16,34,39
Joshua,Bishop,West Indies,22,58,55,56,54,56,40,53,54,58,42,44
Imran,Khan,West Indies,38,58,41,38,42,43,42,57,55,62,52,51
Kennar,Lewis,West Indies,30,58,58,52,57,66,44,23,26,15,32,36
Victor,Nyauchi,Zimbabwe,30,58,33,30,31,36,31,57,58,61,48,50
Bahar,Shinwari,Afghanistan,21,57,57,50,58,64,45,24,27,15,33,37
Nijat,Masood,Afghanistan,23,57,18,23,14,16,28,57,56,61,51,54
Brendan,Doggett,Australia,28,57,32,29,35,31,45,57,56,59,52,55
Junaid,Aziz,Bahrain,28,57,38,38,39,39,31,56,63,56,41,46
Mizanur,Rahman,Bangladesh,31,57,57,57,58,58,44,23,26,15,32,36
Abdul Hadi,,Bangladesh,36,57,36,40,38,32,41,56,55,62,50,50
Burhan,Niaz,Belgium,18,57,23,37,17,16,28,57,60,61,42,44
Karabo,Motlhanka,Botswana,30,57,50,52,52,50,41,54,60,56,40,35
Adithiya,Rangaswamy,Botswana,28,57,34,27,29,43,42,57,58,61,43,47
Thatayaone,Tshose,Botswana,26,57,55,57,59,50,62,47,45,53,40,40
Sulaiman,Ali,Bulgaria,24,57,54,47,54,61,51,51,52,52,46,51
Salman,Nazar,Canada,31,57,31,27,33,31,46,57,57,62,44,47
Jacques,Banton,England,21,57,12,18,8,12,9,57,63,57,38,48
James,Bracey,England,25,57,57,58,60,53,48,24,27,15,33,37
Will,Fraine,England,26,57,57,51,60,61,53,24,27,15,32,37
Fynn,Hudson-Prentice,England,26,57,48,50,51,43,52,54,55,55,49,53
Ned,Leonard,England,19,57,18,12,17,22,21,57,58,62,41,46
Mattie,McKiernan,England,28,57,49,38,52,56,50,55,53,58,50,52
Lewis,McManus,England,27,57,57,52,58,60,63,24,27,15,32,37
Tom,Prest,England,19,57,56,57,58,53,59,43,44,45,38,38
Tom,Price,England,22,57,56,49,59,59,59,40,34,44,37,45
Rehan,Ahmed,England,17,57,43,34,42,50,48,56,55,61,47,49
James,Rew,England,18,57,57,59,58,57,44,24,27,15,33,37
Tom,Taylor,England,27,57,46,42,48,47,53,55,55,56,52,55
Justin,Broad,Germany,22,57,56,64,61,47,46,37,32,40,38,44
Rahul,Buddhi,India,24,57,57,57,59,55,52,30,27,28,35,37
Rajat,Dey,India,25,57,57,57,58,56,56,30,28,30,35,35
Kaushal,Singh,India,25,57,53,52,54,54,49,52,51,55,48,50
Chirag,Khurana,India,29,57,54,59,58,46,55,49,47,55,43,45
Ajay,Mandal,India,26,57,47,42,49,49,48,55,53,59,50,53
Abhinav,Manohar,India,27,57,57,53,59,61,44,24,27,15,32,37
Manzoor,Dar,India,28,57,55,47,57,62,45,45,44,48,40,40
Mukhtar,Hussain,India,23,57,46,31,48,61,27,54,55,58,45,49
Rajat,Paliwal,India,30,57,55,64,60,43,57,45,43,49,42,38
Tejas,Patel,India,26,57,53,43,59,56,57,53,52,57,44,48
T,Pradeep,India,27,57,54,43,56,62,49,50,48,55,45,49
Rahul,Singh,India,29,57,27,33,24,24,32,56,54,62,50,52
Ravi,Teja,India,27,57,46,41,48,47,54,55,54,59,49,51
Harishankar,Reddy,India,24,57,42,28,42,53,46,56,56,59,47,50
Yash,Dayal,India,24,57,26,24,25,26,37,57,56,60,50,53
Jacob,Butler,Isle of Man,17,57,24,25,24,20,54,57,60,59,44,50
Baljit,Singh,Italy,38,57,40,36,41,41,46,56,56,62,43,45
Anthony,Mosca,Italy,30,57,57,62,61,51,52,24,27,15,32,37
Emmanuel,Bundi,Kenya,28,57,24,28,23,19,48,57,57,61,49,51
Edson,Silva,Kuwait,35,57,52,39,56,59,48,53,53,59,40,45
Tangeni,Lungameni,Namibia,30,57,32,33,37,23,62,56,54,59,53,58
Aarif,Sheikh,Nepal,24,57,55,59,56,48,64,47,45,52,42,40
Katene,Clarke,New Zealand,22,57,57,50,60,63,51,24,27,15,33,37
Josh,Finnie,New Zealand,25,57,56,50,57,58,59,43,42,45,42,41
Ben,Horne,New Zealand,28,57,55,50,57,58,58,42,46,42,36,29
Christian,Leopard,New Zealand,24,57,54,48,56,57,52,52,60,51,37,34
Sean,Solia,New Zealand,29,57,55,58,57,53,45,46,45,47,46,49
Mohammad,Haris,Pakistan,21,57,57,52,59,60,53,24,27,15,33,37
Gayan,Munaweera,Qatar,30,57,41,42,44,36,46,55,54,60,47,52
Eric,Niyomugabo,Rwanda,27,57,56,57,58,53,57,39,40,39,38,39
Ollie,Hairs,Scotland,31,57,55,41,57,66,49,43,48,43,37,33
Michael,Jones,Scotland,24,57,57,52,59,60,47,24,27,15,33,37
Amjad,Mahboob,Singapore,41,57,19,24,17,16,27,57,58,60,50,52
Vinoth,Baskaran,Singapore,32,57,29,31,27,27,34,57,54,62,51,55
Corbin,Bosch,South Africa,27,57,46,44,49,46,49,55,51,60,53,55
Eathan,Bosch,South Africa,24,57,49,52,51,44,54,54,54,58,46,49
Eben,Botha,South Africa,23,57,57,52,60,61,44,24,27,15,33,37
Marco,Jansen,South Africa,22,57,42,32,39,53,41,55,52,60,51,53
Gionne,Koopman,South Africa,30,57,44,45,46,41,46,55,49,62,53,53
Hanno,Kotze,South Africa,28,57,57,57,58,56,52,24,26,15,32,37
Andile,Mokgakane,South Africa,22,57,47,51,48,40,55,55,60,57,39,38
Lesiba,Ngoepe,South Africa,29,57,57,54,57,59,60,29,27,27,35,34
Rudi,Second,South Africa,33,57,57,63,59,50,63,23,26,15,32,36
Jhedli,van Briesies,South Africa,21,57,57,60,60,50,58,24,27,15,33,37
Paul,Hennessy,Spain,31,57,53,54,53,51,53,54,58,56,41,41
Ravi,Panchal,Spain,28,57,51,61,51,41,59,54,50,63,47,45
Sammu,Ashan,Sri Lanka,24,57,54,53,54,53,60,52,51,59,44,39
Rumesh,Buddika,Sri Lanka,31,57,56,57,57,54,53,44,43,46,43,42
Nadeera,Ishan,Sri Lanka,21,57,27,29,29,20,54,57,59,62,41,46
Chathuranga,Kumara,Sri Lanka,30,57,51,45,52,55,53,54,53,56,51,53
Supun,Madushanka,Sri Lanka,28,57,54,42,57,62,51,52,55,54,41,41
Promod,Maduwantha,Sri Lanka,25,57,47,63,51,30,36,55,54,62,43,40
Yashoda,Mendis,Sri Lanka,29,57,42,38,42,43,50,56,59,59,42,44
Sahan,Nanayakkara,Sri Lanka,26,57,30,26,26,36,32,56,55,61,48,51
Rohan,Sanjaya,Sri Lanka,21,57,54,49,57,56,60,51,49,58,42,43
Raveen,Sayer,Sri Lanka,25,57,34,36,34,33,40,56,58,60,44,46
Ayana,Siriwardhana,Sri Lanka,23,57,51,45,50,56,56,54,53,60,45,43
Avindu,Theekshana,Sri Lanka,23,57,37,40,36,33,51,56,55,63,47,47
Methushan,Thilina,Sri Lanka,22,57,31,31,33,28,44,57,58,62,43,46
Roshan,Wijenayake,Sri Lanka,33,57,41,45,45,34,51,55,61,58,38,36
Keshan,Wijerathne,Sri Lanka,26,57,33,36,35,27,43,56,54,61,49,52
Ankit,Dubey,Sweden,35,57,41,44,52,27,57,55,58,60,39,43
Hassan,Mahmood,Sweden,28,57,37,44,37,31,44,56,60,58,40,45
Arshan,Jasani,Tanzania,23,57,57,62,60,53,42,24,27,16,33,38
Salum,Jumbe,Tanzania,25,57,53,49,54,57,54,51,51,55,41,48
Richard,Agamiire,Uganda,23,57,18,12,17,22,32,57,55,65,48,44
Kevin,Kasuza,Zimbabwe,29,57,57,58,57,56,56,31,27,32,35,34
Abid,Mohammadi,Afghanistan,19,56,56,52,56,59,53,24,27,15,33,37
Ghamai,Zadran,Afghanistan,25,56,56,53,55,60,42,24,27,15,33,37
Ismat,Alam,Afghanistan,20,56,55,50,56,58,59,41,38,42,38,46
Muslim,Musa,Afghanistan,25,56,49,40,51,56,47,54,54,55,48,53
Shawkat,Zaman,Afghanistan,22,56,55,58,55,53,58,24,27,15,33,37
Agustin,Husain,Argentina,30,56,39,30,43,41,54,55,52,63,44,44
Mackenzie,Harvey,Australia,21,56,56,57,58,54,59,24,27,15,33,37
Mitchell,Owen,Australia,20,56,55,54,59,52,50,42,40,45,39,45
Joel,Paris,Australia,29,56,25,28,24,21,45,55,54,58,51,54
Arsalan,Arif,Austria,26,56,56,60,60,51,45,24,27,15,33,37
Jaweed,Sadran,Austria,20,56,52,39,57,58,54,52,54,53,43,52
Imran,Anwar,Bahrain,32,56,33,41,34,24,46,56,53,61,49,52
Prashant,Kurup,Bahrain,34,56,56,60,59,50,55,23,26,15,32,36
Akbar,Ali,Bangladesh,20,56,56,52,56,58,61,24,27,15,33,37
Aaron,Muslar,Belize,25,56,30,37,26,29,20,56,60,61,42,36
Mmoloki,Mooketsi,Botswana,25,56,17,23,14,16,3,56,55,62,46,48
Tarun,Yadav,Bulgaria,25,56,45,29,44,59,41,54,56,57,39,49
Kevon,Bazil,Cayman Islands,40,56,36,24,33,51,23,55,56,60,40,42
George,Bartlett,England,24,56,56,48,57,62,53,24,27,15,33,37
Kiran,Carlson,England,24,56,56,52,57,57,56,34,27,41,38,37
Zak,Chappell,England,25,56,46,36,47,52,57,54,55,55,48,52
Charlie,Morris,England,30,56,31,34,33,24,51,56,55,57,52,55
Ali,Orr,England,21,56,56,47,59,62,50,24,27,15,33,37
Ben,Wells,England,22,56,56,59,59,52,53,24,27,15,33,37
Noman,Amjad,France,18,56,46,49,48,40,60,54,55,58,43,45
Abdul-Shakoor,Rahimzei,Germany,23,56,52,53,53,49,60,52,52,57,44,42
Hamid,Wardak,Germany,34,56,32,44,31,25,25,55,57,60,43,43
Daniel,Anefie,Ghana,21,56,47,45,49,47,49,54,49,62,46,48
Samson,Awiah,Ghana,32,56,38,44,36,35,44,55,58,57,42,45
Godfred,Bakiweyem,Ghana,23,56,33,46,33,20,35,55,54,60,46,50
Mohammad,Ghazanfar,Hong Kong,27,56,35,38,36,30,41,56,54,62,45,48
Shahid,Wasif,Hong Kong,25,56,56,58,57,52,64,25,28,16,35,39
Anand,Singh,India,35,56,54,55,55,54,45,46,44,48,42,46
Punit,Bisht,India,36,56,56,50,58,61,47,29,26,30,34,33
Akash,Choudhary,India,22,56,24,34,20,17,31,56,55,60,47,50
Kumar,Deobrat,India,29,56,56,53,55,59,47,23,26,15,32,37
Praveen,Dubey,India,29,56,41,41,42,40,51,55,54,59,47,52
Vikas,Hathwala,India,28,56,54,57,55,50,52,43,39,51,39,32
Codanda,Ajit Karthik,India,28,56,50,54,51,46,34,53,51,59,41,43
Kumar,Kartikeya,India,24,56,25,27,25,18,52,55,54,61,45,48
Bishworjit,Konthoujam,India,26,56,16,20,12,15,23,56,54,62,49,51
Rohan,Kunnummal,India,24,56,55,62,58,48,57,24,27,15,33,37
Lakhan,Singh,India,23,56,53,51,55,55,39,49,54,48,40,45
Deepak,Punia,India,28,56,42,41,41,42,51,54,54,57,47,51
Shubham,Ranjane,India,28,56,48,52,50,43,52,54,52,57,49,53
Sumit,Ruikar,India,32,56,35,32,36,35,47,55,50,61,51,53
Sai,Sudharsan,India,20,56,56,63,60,46,50,24,27,15,33,37
Arpit,Vasavada,India,33,56,52,55,54,46,56,53,53,59,44,37
Waseem,Raza,India,29,56,30,35,30,25,46,56,54,60,51,54
Graham,Kennedy,Ireland,22,56,42,42,43,44,35,54,54,57,48,50
John,Matchett,Ireland,25,56,55,48,56,62,37,43,41,48,38,35
Chris,Langford,Isle of Man,35,56,34,37,37,28,48,55,55,61,43,46
Gian-Piero,Meade,Italy,26,56,50,52,52,48,49,53,52,61,45,39
Damith,Kosala,Italy,20,56,17,20,13,16,26,56,55,62,42,48
Rushab,Patel,Kenya,29,56,50,50,52,49,44,53,58,55,40,36
Meet,Bhavsar,Kuwait,18,56,56,55,59,55,52,33,29,33,38,37
Muhammad,Kashif,Kuwait,34,56,53,56,51,53,39,50,51,52,43,45
Marcus,Cope,Luxembourg,22,56,41,42,43,37,47,55,57,57,44,48
Azyan,Farhath,Maldives,21,56,35,44,33,29,32,56,60,60,42,38
Amar,Sharma,Malta,43,56,35,40,37,29,35,55,52,60,52,53
Bikram,Arora,Malta,39,56,53,63,52,45,48,52,49,56,50,53
Divan,la Cock,Namibia,19,56,55,54,55,57,52,33,30,34,36,40
Sharad,Vesawkar,Nepal,33,56,56,65,56,46,64,33,30,35,37,34
Adithya,Ashok,New Zealand,19,56,31,36,34,25,36,56,55,61,44,46
Leo,Carter,New Zealand,27,56,56,55,57,56,57,24,27,15,32,37
Michael,Rae,New Zealand,27,56,47,28,55,58,36,53,53,56,47,50
Will,Williams,New Zealand,29,56,48,48,51,45,50,54,55,53,50,55
Ahmadullah,Shinwari,Norway,22,56,26,31,27,20,30,56,54,63,45,49
Khurram,Shahzad,Pakistan,22,56,21,26,18,17,31,55,55,59,47,50
Salman,Irshad,Pakistan,26,56,30,25,27,34,44,56,57,57,49,53
Taj,Wali,Pakistan,31,56,40,21,38,58,33,55,52,59,52,54
Umer,Khan,Pakistan,22,56,37,21,36,52,30,55,53,58,50,53
Zaman,Khan,Pakistan,20,56,13,16,8,14,11,56,56,59,48,51
Amandeep,Singh,Portugal,27,56,51,44,54,55,40,53,51,58,43,46
Zappy,Bimenyimana,Rwanda,24,56,51,33,54,66,33,53,51,58,44,47
Chris,Sole,Scotland,28,56,53,35,62,61,61,48,45,52,42,46
Abass,Gbla,Sierra Leone,24,56,41,37,39,47,36,55,58,59,42,39
Dileep,Pallekonda,Slovenia,30,56,32,37,39,21,41,56,62,57,37,45
Ziyaad,Abrahams,South Africa,25,56,18,13,17,21,24,56,57,58,46,50
Mbulelo,Budaza,South Africa,28,56,12,14,7,13,12,56,56,58,49,51
Phaphama,Fojela,South Africa,37,56,29,29,30,27,43,56,54,59,50,52
Dayyaan,Galiem,South Africa,25,56,47,51,50,42,47,54,54,56,47,53
Sibonelo,Makhanya,South Africa,26,56,54,58,56,50,57,42,39,45,43,41
Tumelo,Tlhokwe,South Africa,27,56,35,39,41,22,60,55,58,59,42,47
Awais,Ahmed,Spain,31,56,56,55,57,57,49,25,28,16,34,39
Hamza,Dar,Spain,27,56,55,58,56,53,48,34,30,36,37,34
Nimasara,Atharagalla,Sri Lanka,23,56,30,34,33,20,55,55,59,57,43,50
Ashian,Daniel,Sri Lanka,21,56,27,32,26,21,47,55,56,60,45,47
Koshan,Danuska,Sri Lanka,29,56,49,44,51,52,47,53,50,59,45,49
Chameera,Dissanayake,Sri Lanka,26,56,25,35,22,17,36,56,55,62,47,48
Chanaka,Komasaru,Sri Lanka,38,56,13,16,9,12,19,56,56,61,43,44
Ranitha,Liyanarachchi,Sri Lanka,28,56,54,53,56,55,50,46,48,45,40,44
